time_sec,mid_db,band_db,flatness,mod,flux,spike_db,score
0.0,-45.93253707885742,-46.73967361450195,0.4064520299434662,0.0,0.0,17.34777069091797,0.9001467823982239
0.02133333310484886,-40.682064056396484,-47.781951904296875,0.5724705457687378,0.3992742896080017,0.5212944746017456,14.073843955993652,1.4831780195236206
0.04266666620969772,-16.85089874267578,-38.23788070678711,0.566615879535675,0.9099345803260803,1.1240696907043457,10.950380325317383,2.0
0.06400000303983688,2.3586623668670654,-20.79176139831543,0.3202148377895355,1.993066668510437,1.7470438480377197,14.219152450561523,1.5578198432922363
0.08533333241939545,8.146401405334473,-15.920378684997559,0.2888505160808563,1.911184549331665,0.6289606094360352,14.948196411132812,1.515772819519043
0.1066666692495346,9.483845710754395,-14.184292793273926,0.29960814118385315,1.6300575733184814,0.6835528612136841,16.109378814697266,1.5925251245498657
0.12800000607967377,9.70728874206543,-12.846179962158203,0.24208270013332367,1.3265407085418701,0.6355220079421997,18.920072555541992,1.5804893970489502
0.14933332800865173,8.280789375305176,-13.751053810119629,0.18985329568386078,0.9269635677337646,0.5769055485725403,17.858821868896484,1.4099771976470947
0.1706666648387909,5.334490776062012,-16.881425857543945,0.15885217487812042,0.5645503997802734,0.6635176539421082,18.883960723876953,1.3818676471710205
0.19200000166893005,-0.22036735713481903,-20.45347785949707,0.14188113808631897,0.4552985429763794,0.6988648176193237,22.23373031616211,1.0838426351547241
0.2133333384990692,-8.144502639770508,-24.758075714111328,0.1466960310935974,0.5683594346046448,0.6682128310203552,22.547056198120117,1.5148801803588867
0.23466666042804718,-12.932608604431152,-29.41898536682129,0.25038230419158936,0.59940505027771,0.5720548629760742,18.81825828552246,1.5956395864486694
0.25600001215934753,-14.443142890930176,-31.164608001708984,0.31038811802864075,0.5538179874420166,0.4367726147174835,16.03899574279785,1.602799892425537
0.2773333191871643,-14.736281394958496,-33.361900329589844,0.4423522353172302,0.500643789768219,0.4361138641834259,15.753352165222168,1.6901003122329712
0.29866665601730347,-15.92056655883789,-33.349082946777344,0.42214450240135193,0.42128562927246094,0.3677634596824646,16.304676055908203,1.3495138883590698
0.3199999928474426,-18.30389976501465,-34.162803649902344,0.4453340470790863,0.38290905952453613,0.3928990960121155,13.966094017028809,1.147774577140808
0.3413333296775818,-17.987855911254883,-34.37150955200195,0.43523186445236206,0.36350250244140625,0.3852110207080841,13.942747116088867,1.0452840328216553
0.36266666650772095,-18.433231353759766,-35.377193450927734,0.46963632106781006,0.40161967277526855,0.4492066204547882,14.593688011169434,1.3077871799468994
0.3840000033378601,-19.082746505737305,-35.60121536254883,0.4895772635936737,0.3632230758666992,0.40633440017700195,12.854366302490234,1.1247453689575195
0.40533334016799927,-19.28257942199707,-35.46828842163086,0.5077550411224365,0.32052600383758545,0.4145423471927643,14.245752334594727,1.0586206912994385
0.4266666769981384,-20.16353988647461,-35.85297393798828,0.5472477078437805,0.33613359928131104,0.4657345116138458,11.832528114318848,1.1078888177871704
0.4480000138282776,-21.847745895385742,-36.33441162109375,0.5403124690055847,0.34219712018966675,0.43076765537261963,12.79588794708252,1.1582491397857666
0.46933332085609436,-22.037057876586914,-36.47578048706055,0.5664376020431519,0.32440444827079773,0.42368605732917786,11.351645469665527,1.0711708068847656
0.4906666576862335,-22.596776962280273,-36.200408935546875,0.6041043996810913,0.2980347275733948,0.42108529806137085,9.84878921508789,1.0
0.5120000243186951,-24.04020118713379,-36.307899475097656,0.6139619946479797,0.3083767890930176,0.4728574752807617,7.655646800994873,1.0071271657943726
0.5333333611488342,-24.46623420715332,-36.75082015991211,0.5943344831466675,0.3034737706184387,0.4932030439376831,11.631490707397461,1.0049690008163452
0.5546666383743286,-23.94232749938965,-36.2507438659668,0.5790805816650391,0.2687796354293823,0.4368489682674408,13.088098526000977,1.0693035125732422
0.5759999752044678,4.706434726715088,-34.79647445678711,0.5343888401985168,0.2948436737060547,0.44573166966438293,11.694954872131348,0.9533342123031616
0.5973333120346069,15.120163917541504,-29.794767379760742,0.27255940437316895,0.4418107271194458,0.5496500730514526,19.061206817626953,1.1991729736328125
0.6186666488647461,18.415206909179688,-26.09774398803711,0.1449243277311325,0.4673173725605011,0.4276965856552124,25.43931770324707,1.265830159187317
0.6399999856948853,20.270078659057617,-25.61859893798828,0.13695868849754333,0.423832505941391,0.3897416889667511,24.45371437072754,1.0445083379745483
0.6613333225250244,20.685766220092773,-25.978357315063477,0.15811209380626678,0.36863458156585693,0.3863166570663452,26.32381820678711,0.9027307033538818
0.6826666593551636,19.726472854614258,-25.945045471191406,0.15315751731395721,0.32700610160827637,0.3635154962539673,25.78409194946289,0.7246623635292053
